year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2018,JAM,,Total,253992,,,,
2018,JEY,,Total,1535,,,,
2018,JOR,,Total,5952,,,,
2018,JPN,,Total,1345808,,,,
2018,KAZ,,Total,697,,,,
2018,KEN,,Total,2960651,,,,
2018,KGZ,,Total,700,,,,
2018,KHM,,Total,474485,,,,
2018,KIR,,Total,1321,,,,
2018,KNA,,Total,40065,,,,
2018,KOR,,Total,6260494,,,,
2018,KWT,,Total,15297,,,,
2018,LAO,,Total,489,,,,
2018,LBN,,Total,39011,,,,
2018,LBR,,Total,7235,,,,
2018,LCA,,Total,14,,,,
2018,LIE,,Total,4,,,,
2018,LKA,,Total,1117508,,,,
2018,LSO,,Total,8,,,,
2018,LTU,,Total,32327,,,,
2018,LUX,,Total,17,,,,
2018,LVA,,Total,182,,,,
2018,MAC,,Total,456,,,,
2018,MAF,,Total,1,,,,
2018,MAR,,Total,27009,,,,
2018,MCO,,Total,9503,,,,
2018,MDA,,Total,34,,,,
2018,MDG,,Total,291507,,,,
2018,MDV,,Total,48,,,,
2018,MEX,,Total,2812067,,,,
2018,MHL,,Total,25965,,,,
2018,MKD,,Total,33426,,,,
2018,MLI,,Total,44440,,,,
2018,MLT,,Total,63,,,,
2018,MMR,,Total,2916,,,,
2018,MNE,,Total,3,,,,
2018,MNG,,Total,1785,,,,
2018,MOZ,,Total,2338571,,,,
2018,MTQ,,Total,150,,,,
2018,MUS,,Total,152954,,,,
2018,MWI,,Total,5125,,,,
2018,MYS,,Total,1733973,,,,
2018,NAM,,Total,35751,,,,
2018,NCL,,Total,434,,,,
2018,NER,,Total,666,,,,
2018,NGA,,Total,1212,,,,
2018,NIC,,Total,102676,,,,
2018,NLD,,Total,22918067,,,,
2018,NOR,,Total,6688,,,,
2018,NPL,,Total,12,,,,
2018,NZL,,Total,10533,,,,
2018,OMN,,Total,1495,,,,
2018,PAK,,Total,37042,,,,
2018,PAN,,Total,54549,,,,
2018,PER,,Total,1323961,,,,
2018,PHL,,Total,1200757,,,,
2018,PLW,,Total,73863,,,,
2018,PNG,,Total,108531,,,,
2018,POL,,Total,1861,,,,
2018,PRK,,Total,74051,,,,
2018,PRT,,Total,568501,,,,
2018,PRY,,Total,49,,,,
2018,PYF,,Total,17294,,,,
2018,QAT,,Total,5711,,,,
2018,ROU,,Total,105336,,,,
2018,RUS,,Total,376075,,,,
2018,RWA,,Total,1,,,,
2018,SAU,,Total,185,,,,
2018,SDN,,Total,20261,,,,
2018,SEN,,Total,29556,,,,
2018,SGP,,Total,1853303,,,,
2018,SHN,,Total,658,,,,
2018,SLB,,Total,60860,,,,
2018,SLE,,Total,52,,,,
2018,SLV,,Total,164647,,,,
2018,SMR,,Total,407,,,,
2018,SRB,,Total,36336,,,,
2018,SSD,,Total,39,,,,
2018,STP,,Total,1000,,,,
2018,SUR,,Total,22689,,,,
2018,SVK,,Total,297,,,,
2018,SVN,,Total,50152,,,,
2018,SWE,,Total,9986,,,,
2018,SWZ,,Total,255,,,,
2018,SXM,,Total,271,,,,
2018,SYC,,Total,2597,,,,
2018,SYR,,Total,31150,,,,
2018,TCA,,Total,10238,,,,
2018,TCD,,Total,21218,,,,
2018,TGO,,Total,156150,,,,
2018,THA,,Total,37009161,,,,
2018,TJK,,Total,305,,,,
2018,TKL,,Total,20,,,,
2018,TLS,,Total,3500,,,,
2018,TON,,Total,145979,,,,
2018,TTO,,Total,173,,,,
2018,TUN,,Total,453895,,,,
2018,TUR,,Total,28385664,,,,
2018,TWN,,Total,44681162,,,,
2018,TZA,,Total,4223401,,,,
2018,UGA,,Total,1857,,,,
2018,UKR,,Total,58614,,,,
2018,URY,,Total,4521,,,,
2018,USA,,Total,7157100,,,,
2018,UZB,,Total,211805,,,,
2018,VCT,,Total,26,,,,
2018,VEN,,Total,109165,,,,
2018,VGB,,Total,50,,,,
2018,VNM,,Total,4375901,,,,
2018,VUT,,Total,908,,,,
2018,WSM,,Total,64210,,,,
2018,ZAF,,Total,1292398,,,,
2018,ZMB,,Total,84568,,,,
2018,ZWE,,Total,9146238,,,,
2019,ABW,,Total,9,,,,
2019,AGO,,Total,80,,,,
2019,ALB,,Total,24,,,,
2019,AND,,Total,2,,,,
2019,ARE,,Total,141926,,,,
2019,ARG,,Total,836718,,,,
2019,ARM,,Total,1844,,,,
2019,ATA,,Total,396,,,,
2019,ATG,,Total,3941,,,,
2019,AUS,,Total,2308472,,,,
2019,AUT,,Total,367575,,,,
2019,AZE,,Total,110266,,,,
2019,BEL,,Total,127662,,,,
2019,BEN,,Total,18278,,,,
2019,BES,,Total,4194,,,,
2019,BFA,,Total,17,,,,
2019,BGD,,Total,43710,,,,
2019,BGR,,Total,100775,,,,
2019,BHR,,Total,1875,,,,
2019,BHS,,Total,138161,,,,
2019,BIH,,Total,10204,,,,
2019,BLM,,Total,268,,,,
2019,BLR,,Total,38,,,,
2019,BLZ,,Total,71950,,,,
2019,BMU,,Total,16666,,,,
2019,BOL,,Total,169398,,,,
2019,BRA,,Total,94867,,,,
2019,BRB,,Total,3439,,,,
2019,BRN,,Total,369,,,,
2019,BTN,,Total,36,,,,
2019,BWA,,Total,5154,,,,
2019,CAF,,Total,3956,,,,
2019,CAN,,Total,992591,,,,
2019,CCK,,Total,1301,,,,
2019,CHE,,Total,5118413,,,,
2019,CHL,,Total,105852,,,,
2019,CHN,,Total,43188731,,,,
2019,CIV,,Total,2720,,,,
2019,CMR,,Total,2728,,,,
2019,COD,,Total,47729,,,,
2019,COG,,Total,821,,,,
2019,COK,,Total,369,,,,
2019,COL,,Total,934020,,,,
2019,COM,,Total,1222,,,,
2019,CRI,,Total,6622817,,,,
2019,CUB,,Total,137194,,,,
2019,CUW,,Total,6537,,,,
2019,CYM,,Total,8487,,,,
2019,CYP,,Total,201,,,,
2019,CZE,,Total,116861,,,,
2019,DEU,,Total,1058713,,,,
2019,DMA,,Total,1,,,,
2019,DNK,,Total,95939,,,,
2019,DOM,,Total,5269171,,,,
2019,DZA,,Total,6,,,,
2019,ECU,,Total,302607,,,,
2019,EGY,,Total,44075,,,,
2019,ESP,,Total,554224,,,,
2019,EST,,Total,5464,,,,
2019,ETH,,Total,3059938,,,,
2019,FIN,,Total,21223,,,,
2019,FJI,,Total,975,,,,
2019,FLK,,Total,596,,,,
2019,FRA,,Total,6772859,,,,
2019,FSM,,Total,28260,,,,
2019,GAB,,Total,9731,,,,
2019,GBR,,Total,534759,,,,
2019,GEO,,Total,9453922,,,,
2019,GGY,,Total,321,,,,
2019,GHA,,Total,117042,,,,
2019,GIB,,Total,2,,,,
2019,GIN,,Total,1906,,,,
2019,GLP,,Total,331,,,,
2019,GNB,,Total,8,,,,
2019,GRC,,Total,9482,,,,
2019,GRD,,Total,1,,,,
2019,GRL,,Total,795,,,,
2019,GTM,,Total,4252520,,,,
2019,GUY,,Total,83937,,,,
2019,HKG,,Total,925418,,,,
2019,HND,,Total,1130873,,,,
2019,HRV,,Total,8231,,,,
2019,HTI,,Total,4,,,,
2019,HUN,,Total,41808,,,,
2019,IDN,,Total,8315109,,,,
2019,IMN,,Total,50,,,,
2019,IND,,Total,726660293,,,,
2019,IRL,,Total,855,,,,
2019,IRN,,Total,12021,,,,
2019,IRQ,,Total,16,,,,
2019,ISL,,Total,550,,,,
2019,ISR,,Total,128101,,,,
2019,ITA,,Total,3803591,,,,
2019,JAM,,Total,104089,,,,
2019,JEY,,Total,4377,,,,
2019,JOR,,Total,8964,,,,
2019,JPN,,Total,3162356,,,,
2019,KAZ,,Total,281,,,,
2019,KEN,,Total,14823752,,,,
2019,KGZ,,Total,998,,,,
2019,KHM,,Total,989468,,,,
2019,KIR,,Total,2809,,,,
2019,KNA,,Total,101295,,,,
2019,KOR,,Total,100696005,,,,
2019,KWT,,Total,9241,,,,
2019,LAO,,Total,1183,,,,
2019,LBN,,Total,57431,,,,
2019,LBR,,Total,3350,,,,
2019,LBY,,Total,2,,,,
2019,LCA,,Total,49,,,,
2019,LKA,,Total,1172030,,,,
2019,LSO,,Total,54,,,,
2019,LTU,,Total,58360,,,,
2019,LUX,,Total,31,,,,
2019,LVA,,Total,395,,,,
2019,MAC,,Total,764,,,,
2019,MAR,,Total,13657,,,,
2019,MCO,,Total,9901,,,,
2019,MDA,,Total,29,,,,
2019,MDG,,Total,412675,,,,
2019,MDV,,Total,98,,,,
2019,MEX,,Total,1827392,,,,
2019,MHL,,Total,36221,,,,
2019,MKD,,Total,31907,,,,
2019,MLI,,Total,61867,,,,
2019,MLT,,Total,355,,,,
2019,MMR,,Total,4538,,,,
2019,MNE,,Total,25,,,,
2019,MNG,,Total,2136,,,,
2019,MOZ,,Total,1054473,,,,
2019,MUS,,Total,463460,,,,
2019,MWI,,Total,25127,,,,
2019,MYS,,Total,1062446,,,,
2019,NAM,,Total,34418,,,,
2019,NCL,,Total,1633,,,,
2019,NER,,Total,7069,,,,
2019,NGA,,Total,210,,,,
2019,NIC,,Total,102153,,,,
2019,NLD,,Total,45574490,,,,
2019,NOR,,Total,2428,,,,
2019,NPL,,Total,23,,,,
2019,NZL,,Total,9291,,,,
2019,OMN,,Total,10583,,,,
2019,PAK,,Total,73534,,,,
2019,PAN,,Total,27364,,,,
2019,PER,,Total,809117,,,,
2019,PHL,,Total,870930,,,,
2019,PLW,,Total,35307,,,,
2019,PNG,,Total,126890,,,,
2019,POL,,Total,3703840,,,,
2019,PRK,,Total,147,,,,
2019,PRT,,Total,671644,,,,
2019,PRY,,Total,9,,,,
2019,PYF,,Total,23081,,,,
2019,QAT,,Total,4248,,,,
2019,ROU,,Total,173266,,,,
2019,RUS,,Total,539622,,,,
2019,RWA,,Total,3,,,,
2019,SAU,,Total,3262,,,,
2019,SDN,,Total,5524,,,,
2019,SEN,,Total,17946,,,,
2019,SGP,,Total,2955120,,,,
2019,SGS,,Total,7242,,,,
2019,SHN,,Total,348,,,,
2019,SLB,,Total,72845,,,,
2019,SLE,,Total,3,,,,
2019,SLV,,Total,342449,,,,
2019,SMR,,Total,50,,,,
2019,SOM,,Total,1895,,,,
2019,SRB,,Total,40469,,,,
2019,SUR,,Total,20777,,,,
2019,SVK,,Total,162,,,,
2019,SVN,,Total,64453,,,,
2019,SWE,,Total,7279,,,,
2019,SWZ,,Total,720,,,,
2019,SXM,,Total,746,,,,
2019,SYC,,Total,7479,,,,
2019,SYR,,Total,25720,,,,
2019,TCA,,Total,477,,,,
2019,TCD,,Total,46266,,,,
2019,TGO,,Total,185908,,,,
2019,THA,,Total,104932979,,,,
2019,TJK,,Total,200,,,,
2019,TKL,,Total,82,,,,
2019,TLS,,Total,25,,,,
2019,TON,,Total,191261,,,,
2019,TTO,,Total,218,,,,
2019,TUN,,Total,627149,,,,
2019,TUR,,Total,57044464,,,,
2019,TWN,,Total,44875248,,,,
2019,TZA,,Total,7820419,,,,
2019,UGA,,Total,2964,,,,
2019,UKR,,Total,46147,,,,
2019,URY,,Total,8241,,,,
2019,USA,,Total,5664572,,,,
2019,UZB,,Total,262804,,,,
2019,VCT,,Total,295,,,,
2019,VEN,,Total,64152,,,,
2019,VGB,,Total,405,,,,
2019,VNM,,Total,5959844,,,,
2019,VUT,,Total,1763,,,,
2019,WSM,,Total,21993,,,,
2019,ZAF,,Total,1022231,,,,
2019,ZMB,,Total,161971,,,,
2019,ZWE,,Total,7545254,,,,
2020,ABW,,Total,10,,,,
2020,AIA,,Total,38,,,,
2020,ALB,,Total,2,,,,
2020,ARE,,Total,83011,,,,
2020,ARG,,Total,276915,,,,
2020,ARM,,Total,185,,,,
2020,ATA,,Total,226,,,,
2020,AUS,,Total,2043737,,,,
2020,AUT,,Total,192004,,,,
2020,AZE,,Total,611073,,,,
2020,BEL,,Total,63232,,,,
2020,BEN,,Total,37906,,,,
2020,BES,,Total,1232,,,,
2020,BGD,,Total,21112,,,,
2020,BGR,,Total,15791,,,,
2020,BHR,,Total,1913,,,,
2020,BHS,,Total,194665,,,,
2020,BLM,,Total,60,,,,
2020,BLR,,Total,1173,,,,
2020,BLZ,,Total,2973,,,,
2020,BMU,,Total,355,,,,
2020,BOL,,Total,42507,,,,
2020,BRA,,Total,506516,,,,
2020,BRB,,Total,1651,,,,
2020,BTN,,Total,7,,,,
2020,BWA,,Total,2258,,,,
2020,CAF,,Total,172,,,,
2020,CAN,,Total,421259,,,,
2020,CHE,,Total,3119958,,,,
2020,CHL,,Total,183309,,,,
2020,CHN,,Total,124799017,,,,
2020,CIV,,Total,42,,,,
2020,CMR,,Total,2244,,,,
2020,COD,,Total,23793,,,,
2020,COG,,Total,957,,,,
2020,COK,,Total,240,,,,
2020,COL,,Total,676775,,,,
2020,CPV,,Total,29,,,,
2020,CRI,,Total,3051483,,,,
2020,CUB,,Total,42344,,,,
2020,CUW,,Total,1756,,,,
2020,CYM,,Total,747,,,,
2020,CYP,,Total,98,,,,
2020,CZE,,Total,107499,,,,
2020,DEU,,Total,1524187,,,,
2020,DMA,,Total,1,,,,
2020,DNK,,Total,96829,,,,
2020,DOM,,Total,3532447,,,,
2020,ECU,,Total,138401,,,,
2020,EGY,,Total,18044,,,,
2020,ESH,,Total,4,,,,
2020,ESP,,Total,320321,,,,
2020,EST,,Total,4838,,,,
2020,ETH,,Total,2645739,,,,
2020,FIN,,Total,1550,,,,
2020,FJI,,Total,625,,,,
2020,FLK,,Total,174,,,,
2020,FRA,,Total,2789894,,,,
2020,FRO,,Total,10,,,,
2020,FSM,,Total,18226,,,,
2020,GAB,,Total,4521,,,,
2020,GBR,,Total,246105,,,,
2020,GEO,,Total,18650050,,,,
2020,GGY,,Total,9,,,,
2020,GHA,,Total,61302,,,,
2020,GIN,,Total,72,,,,
2020,GLP,,Total,2,,,,
2020,GMB,,Total,1,,,,
2020,GRC,,Total,2330,,,,
2020,GRD,,Total,44,,,,
2020,GRL,,Total,285,,,,
2020,GTM,,Total,8530973,,,,
2020,GUY,,Total,25064,,,,
2020,HKG,,Total,315248,,,,
2020,HND,,Total,1774308,,,,
2020,HRV,,Total,39249,,,,
2020,HTI,,Total,15,,,,
2020,HUN,,Total,312485,,,,
2020,IDN,,Total,5881805,,,,
2020,IMN,,Total,2,,,,
2020,IND,,Total,9095045,,,,
2020,IRL,,Total,7170,,,,
2020,IRN,,Total,25069,,,,
2020,IRQ,,Total,2,,,,
2020,ISL,,Total,15,,,,
2020,ISR,,Total,93178,,,,
2020,ITA,,Total,1433800,,,,
2020,JAM,,Total,8948,,,,
2020,JEY,,Total,3730,,,,
2020,JOR,,Total,15791,,,,
2020,JPN,,Total,2665556,,,,
2020,KAZ,,Total,1219,,,,
2020,KEN,,Total,11103085,,,,
2020,KGZ,,Total,482,,,,
2020,KHM,,Total,631909,,,,
2020,KNA,,Total,68766,,,,
2020,KOR,,Total,32812231,,,,
2020,KWT,,Total,22147,,,,
2020,LAO,,Total,1807,,,,
2020,LBN,,Total,49010,,,,
2020,LBR,,Total,131,,,,
2020,LKA,,Total,592220,,,,
2020,LTU,,Total,12005,,,,
2020,LUX,,Total,1,,,,
2020,LVA,,Total,43,,,,
2020,MAC,,Total,697,,,,
2020,MAR,,Total,2909,,,,
2020,MCO,,Total,3939,,,,
2020,MDA,,Total,7,,,,
2020,MDG,,Total,229164,,,,
2020,MDV,,Total,2,,,,
2020,MEX,,Total,1661801,,,,
2020,MHL,,Total,26481,,,,
2020,MKD,,Total,36988,,,,
2020,MLI,,Total,38295,,,,
2020,MLT,,Total,14,,,,
2020,MMR,,Total,5384,,,,
2020,MNE,,Total,1,,,,
2020,MNG,,Total,220,,,,
2020,MNP,,Total,533,,,,
2020,MOZ,,Total,504879,,,,
2020,MRT,,Total,1279,,,,
2020,MUS,,Total,184357,,,,
2020,MWI,,Total,3420,,,,
2020,MYS,,Total,819604,,,,
2020,NAM,,Total,66687,,,,
2020,NCL,,Total,499,,,,
2020,NER,,Total,4663,,,,
2020,NGA,,Total,96,,,,
2020,NIC,,Total,182352,,,,
2020,NLD,,Total,21896402,,,,
2020,NOR,,Total,7545,,,,
2020,NZL,,Total,6734,,,,
2020,OMN,,Total,2327,,,,
2020,PAK,,Total,102441,,,,
2020,PAN,,Total,4127,,,,
2020,PER,,Total,266703,,,,
2020,PHL,,Total,257193,,,,
2020,PLW,,Total,10952,,,,
2020,PNG,,Total,62246,,,,
2020,POL,,Total,5613,,,,
2020,PRK,,Total,20,,,,
2020,PRT,,Total,256101,,,,
2020,PRY,,Total,80,,,,
2020,PYF,,Total,19829,,,,
2020,QAT,,Total,1929,,,,
2020,REU,,Total,247,,,,
2020,ROU,,Total,54435,,,,
2020,RUS,,Total,1377393,,,,
2020,RWA,,Total,28,,,,
2020,SAU,,Total,495,,,,
2020,SDN,,Total,3788,,,,
2020,SEN,,Total,13133,,,,
2020,SGP,,Total,1242759,,,,
2020,SGS,,Total,2954,,,,
2020,SHN,,Total,10,,,,
2020,SJM,,Total,4,,,,
2020,SLB,,Total,48094,,,,
2020,SLE,,Total,13,,,,
2020,SLV,,Total,318031,,,,
2020,SMR,,Total,26,,,,
2020,SRB,,Total,33581,,,,
2020,SUR,,Total,21193,,,,
2020,SVK,,Total,183,,,,
2020,SVN,,Total,36551,,,,
2020,SWE,,Total,2622,,,,
2020,SWZ,,Total,58,,,,
2020,SXM,,Total,461,,,,
2020,SYC,,Total,4630,,,,
2020,SYR,,Total,19086,,,,
2020,TCA,,Total,450,,,,
2020,TCD,,Total,23041,,,,
2020,TGO,,Total,313002,,,,
2020,THA,,Total,28740654,,,,
2020,TJK,,Total,156,,,,
2020,TON,,Total,110620,,,,
2020,TTO,,Total,33,,,,
2020,TUN,,Total,196223,,,,
2020,TUR,,Total,23298923,,,,
2020,TWN,,Total,50918127,,,,
2020,TZA,,Total,3061917,,,,
2020,UGA,,Total,1546,,,,
2020,UKR,,Total,67358,,,,
2020,URY,,Total,2580,,,,
2020,USA,,Total,3175292,,,,
2020,UZB,,Total,154285,,,,
2020,VCT,,Total,86,,,,
2020,VEN,,Total,29947,,,,
2020,VNM,,Total,4331690,,,,
2020,VUT,,Total,336,,,,
2020,WSM,,Total,9057,,,,
2020,YEM,,Total,1,,,,
2020,ZAF,,Total,1222768,,,,
2020,ZMB,,Total,71237,,,,
2020,ZWE,,Total,13170780,,,,
2021,ABW,,Total,33,,,,
2021,AGO,,Total,75,,,,
2021,ALB,,Total,320,,,,
2021,AND,,Total,13,,,,
2021,ARE,,Total,118064,,,,
2021,ARG,,Total,415558,,,,
2021,ARM,,Total,258,,,,
2021,ATG,,Total,1191,,,,
2021,AUS,,Total,1303338,,,,
2021,AUT,,Total,251045,,,,
2021,AZE,,Total,2081555,,,,
2021,BDI,,Total,2,,,,
2021,BEL,,Total,70198,,,,
2021,BEN,,Total,57253,,,,
2021,BES,,Total,3341,,,,
2021,BFA,,Total,16,,,,
2021,BGD,,Total,1185,,,,
2021,BGR,,Total,22108,,,,
2021,BHR,,Total,18011,,,,
2021,BHS,,Total,76006,,,,
2021,BLM,,Total,8,,,,
2021,BLR,,Total,96,,,,
2021,BLZ,,Total,31870,,,,
2021,BMU,,Total,2,,,,
2021,BOL,,Total,35191,,,,
2021,BRA,,Total,167808,,,,
2021,BRB,,Total,2720,,,,
2021,BTN,,Total,102,,,,
2021,BVT,,Total,2,,,,
2021,BWA,,Total,3672,,,,
2021,CAF,,Total,768,,,,
2021,CAN,,Total,782626,,,,
2021,CCK,,Total,1,,,,
2021,CHE,,Total,3461009,,,,
2021,CHL,,Total,74802,,,,
2021,CHN,,Total,122829843,,,,
2021,CIV,,Total,1664,,,,
2021,CMR,,Total,2505,,,,
2021,COD,,Total,7142,,,,
2021,COG,,Total,2364,,,,
2021,COK,,Total,29,,,,
2021,COL,,Total,818476,,,,
2021,COM,,Total,31,,,,
2021,CPV,,Total,2244,,,,
2021,CRI,,Total,4137859,,,,
2021,CUB,,Total,17546,,,,
2021,CUW,,Total,7636,,,,
2021,CYM,,Total,1230,,,,
2021,CYP,,Total,11130,,,,
2021,CZE,,Total,127232,,,,
2021,DEU,,Total,1691821,,,,
2021,DMA,,Total,32,,,,
2021,DNK,,Total,66274,,,,
2021,DOM,,Total,30840027,,,,
2021,DZA,,Total,100,,,,
2021,ECU,,Total,485369,,,,
2021,EGY,,Total,10817,,,,
2021,ESP,,Total,240982,,,,
2021,EST,,Total,3574,,,,
2021,ETH,,Total,1577102,,,,
2021,FIN,,Total,2788,,,,
2021,FJI,,Total,483,,,,
2021,FLK,,Total,102,,,,
2021,FRA,,Total,3469154,,,,
2021,FRO,,Total,1,,,,
2021,FSM,,Total,36624,,,,
2021,GAB,,Total,1619,,,,
2021,GBR,,Total,387081,,,,
2021,GEO,,Total,35996775,,,,
2021,GGY,,Total,74,,,,
2021,GHA,,Total,103666,,,,
2021,GIB,,Total,1,,,,
2021,GIN,,Total,63,,,,
2021,GLP,,Total,47,,,,
2021,GRC,,Total,21650,,,,
2021,GRL,,Total,793,,,,
2021,GTM,,Total,12473536,,,,
2021,GUF,,Total,2,,,,
2021,GUM,,Total,10,,,,
2021,GUY,,Total,22766,,,,
2021,HKG,,Total,452277,,,,
2021,HND,,Total,518901,,,,
2021,HRV,,Total,109,,,,
2021,HTI,,Total,7,,,,
2021,HUN,,Total,279106,,,,
2021,IDN,,Total,7131879,,,,
2021,IMN,,Total,35,,,,
2021,IND,,Total,1145109,,,,
2021,IRL,,Total,12812,,,,
2021,IRN,,Total,174,,,,
2021,ISL,,Total,8,,,,
2021,ISR,,Total,63702,,,,
2021,ITA,,Total,2091916,,,,
2021,JAM,,Total,12275,,,,
2021,JEY,,Total,254,,,,
2021,JOR,,Total,5807,,,,
2021,JPN,,Total,1683201,,,,
2021,KAZ,,Total,2873,,,,
2021,KEN,,Total,20719244,,,,
2021,KGZ,,Total,679,,,,
2021,KHM,,Total,632411,,,,
2021,KIR,,Total,3300,,,,
2021,KNA,,Total,93337,,,,
2021,KOR,,Total,20956617,,,,
2021,KWT,,Total,54911,,,,
2021,LAO,,Total,41,,,,
2021,LBN,,Total,54216,,,,
2021,LBR,,Total,7,,,,
2021,LKA,,Total,543993,,,,
2021,LSO,,Total,7,,,,
2021,LTU,,Total,20208,,,,
2021,LUX,,Total,116,,,,
2021,LVA,,Total,72,,,,
2021,MAC,,Total,665,,,,
2021,MAR,,Total,10440,,,,
2021,MCO,,Total,4137,,,,
2021,MDG,,Total,171919,,,,
2021,MDV,,Total,1,,,,
2021,MEX,,Total,2385524,,,,
2021,MHL,,Total,21635,,,,
2021,MKD,,Total,55117,,,,
2021,MLI,,Total,24523,,,,
2021,MLT,,Total,51,,,,
2021,MMR,,Total,7500,,,,
2021,MNE,,Total,84,,,,
2021,MNG,,Total,1531,,,,
2021,MOZ,,Total,2089,,,,
2021,MTQ,,Total,127,,,,
2021,MUS,,Total,393796,,,,
2021,MWI,,Total,753,,,,
2021,MYS,,Total,2193791,,,,
2021,NAM,,Total,27737,,,,
2021,NCL,,Total,280,,,,
2021,NER,,Total,6930,,,,
2021,NGA,,Total,380,,,,
2021,NIC,,Total,143007,,,,
2021,NLD,,Total,52572614,,,,
2021,NOR,,Total,2997,,,,
2021,NPL,,Total,21,,,,
2021,NZL,,Total,12862,,,,
2021,OMN,,Total,5128,,,,
2021,PAK,,Total,256385,,,,
2021,PAN,,Total,3315,,,,
2021,PER,,Total,842408,,,,
2021,PHL,,Total,593031,,,,
2021,PLW,,Total,10400,,,,
2021,PNG,,Total,9666,,,,
2021,POL,,Total,108676,,,,
2021,PRK,,Total,4,,,,
2021,PRT,,Total,543366,,,,
2021,PRY,,Total,14200,,,,
2021,PYF,,Total,25462,,,,
2021,QAT,,Total,2321,,,,
2021,ROU,,Total,51430,,,,
2021,RUS,,Total,635995,,,,
2021,RWA,,Total,16,,,,
2021,SAU,,Total,1572,,,,
2021,SDN,,Total,4301,,,,
2021,SEN,,Total,15156,,,,
2021,SGP,,Total,1499530,,,,
2021,SGS,,Total,12,,,,
2021,SHN,,Total,20,,,,
2021,SJM,,Total,3,,,,
2021,SLB,,Total,48999,,,,
2021,SLE,,Total,1065,,,,
2021,SLV,,Total,317731,,,,
2021,SMR,,Total,349,,,,
2021,SOM,,Total,1307,,,,
2021,SRB,,Total,44870,,,,
2021,STP,,Total,1308,,,,
2021,SUR,,Total,28690,,,,
2021,SVK,,Total,174,,,,
2021,SVN,,Total,34303,,,,
2021,SWE,,Total,2536,,,,
2021,SWZ,,Total,70,,,,
2021,SXM,,Total,72,,,,
2021,SYC,,Total,2759,,,,
2021,SYR,,Total,50702,,,,
2021,TCA,,Total,32,,,,
2021,TCD,,Total,24479,,,,
2021,TGO,,Total,358155,,,,
2021,THA,,Total,32191119,,,,
2021,TJK,,Total,235,,,,
2021,TKL,,Total,1,,,,
2021,TON,,Total,103658,,,,
2021,TTO,,Total,9,,,,
2021,TUN,,Total,290824,,,,
2021,TUR,,Total,37019962,,,,
2021,TWN,,Total,41100440,,,,
2021,TZA,,Total,2614189,,,,
2021,UGA,,Total,1070,,,,
2021,UKR,,Total,29123,,,,
2021,URY,,Total,2872,,,,
2021,USA,,Total,3906277,,,,
2021,UZB,,Total,171839,,,,
2021,VCT,,Total,60,,,,
2021,VEN,,Total,15875,,,,
2021,VGB,,Total,29,,,,
2021,VIR,,Total,20,,,,
2021,VNM,,Total,4223748,,,,
2021,WSM,,Total,7552,,,,
2021,YEM,,Total,1,,,,
2021,ZAF,,Total,1911838,,,,
2021,ZMB,,Total,94559,,,,
2021,ZWE,,Total,21111642,,,,
2022,ABW,,Total,18,,,,
2022,AGO,,Total,80,,,,
2022,ALB,,Total,3,,,,
2022,AND,,Total,2,,,,
2022,ARE,,Total,79233,,,,
2022,ARG,,Total,531587,,,,
2022,ARM,,Total,2020,,,,
2022,ATG,,Total,6,,,,
2022,AUS,,Total,606787,,,,
2022,AUT,,Total,207725,,,,
2022,AZE,,Total,101507,,,,
2022,BEL,,Total,67550,,,,
2022,BEN,,Total,66094,,,,
2022,BES,,Total,1317,,,,
2022,BFA,,Total,1,,,,
2022,BGD,,Total,4696,,,,
2022,BGR,,Total,30847,,,,
2022,BHR,,Total,3551,,,,
2022,BHS,,Total,28310,,,,
2022,BIH,,Total,22,,,,
2022,BLM,,Total,3,,,,
2022,BLR,,Total,4795,,,,
2022,BLZ,,Total,3860,,,,
2022,BMU,,Total,826,,,,
2022,BOL,,Total,112435,,,,
2022,BRA,,Total,991320,,,,
2022,BRB,,Total,2518,,,,
2022,BTN,,Total,41,,,,
2022,BWA,,Total,8290,,,,
2022,CAF,,Total,865,,,,
2022,CAN,,Total,950655,,,,
2022,CHE,,Total,3158229,,,,
2022,CHL,,Total,116981,,,,
2022,CHN,,Total,109692189,,,,
2022,CIV,,Total,163,,,,
2022,CMR,,Total,4410,,,,
2022,COD,,Total,19678,,,,
2022,COG,,Total,44553,,,,
2022,COK,,Total,136,,,,
2022,COL,,Total,1055735,,,,
2022,COM,,Total,272,,,,
2022,CPV,,Total,612,,,,
2022,CRI,,Total,4105298,,,,
2022,CUB,,Total,41190,,,,
2022,CUW,,Total,15744,,,,
2022,CYM,,Total,4722,,,,
2022,CYP,,Total,10326,,,,
2022,CZE,,Total,142984,,,,
2022,DEU,,Total,1543026,,,,
2022,DNK,,Total,63074,,,,
2022,DOM,,Total,43253600,,,,
2022,DZA,,Total,2,,,,
2022,ECU,,Total,1157315,,,,
2022,EGY,,Total,11779,,,,
2022,ESP,,Total,199786,,,,
2022,EST,,Total,109,,,,
2022,ETH,,Total,1682042,,,,
2022,FIN,,Total,1265,,,,
2022,FJI,,Total,702,,,,
2022,FRA,,Total,3480879,,,,
2022,FRO,,Total,1,,,,
2022,FSM,,Total,34582,,,,
2022,GAB,,Total,3252,,,,
2022,GBR,,Total,478956,,,,
